,cfr Return Against random,Order
0,4.0,First Moving
1,4.0,First Moving
2,2.0,First Moving
3,2.0,First Moving
4,1.0,First Moving
5,1.0,First Moving
6,0.0,First Moving
7,0.0,First Moving
8,6.0,First Moving
9,4.0,First Moving
10,6.0,First Moving
11,2.0,First Moving
12,5.0,First Moving
13,2.0,First Moving
14,3.0,First Moving
15,0.0,First Moving
16,0.0,First Moving
17,2.0,First Moving
18,1.0,First Moving
19,2.0,First Moving
20,2.0,First Moving
21,2.0,First Moving
22,4.0,First Moving
23,4.0,First Moving
24,2.0,First Moving
25,-2.0,First Moving
26,5.0,First Moving
27,1.0,First Moving
28,0.0,First Moving
29,7.0,First Moving
30,4.0,First Moving
31,0.0,First Moving
32,6.0,First Moving
33,4.0,First Moving
34,2.0,First Moving
35,2.0,First Moving
36,3.0,First Moving
37,-2.0,First Moving
38,4.0,First Moving
39,4.0,First Moving
40,2.0,First Moving
41,0.0,First Moving
42,2.0,First Moving
43,3.0,First Moving
44,2.0,First Moving
45,2.0,First Moving
46,0.0,First Moving
47,4.0,First Moving
48,2.0,First Moving
49,6.0,First Moving
50,2.0,First Moving
51,0.0,First Moving
52,7.0,First Moving
53,0.0,First Moving
54,3.0,First Moving
55,1.0,First Moving
56,6.0,First Moving
57,2.0,First Moving
58,2.0,First Moving
59,4.0,First Moving
60,1.0,First Moving
61,6.0,First Moving
62,2.0,First Moving
63,2.0,First Moving
64,0.0,First Moving
65,5.0,First Moving
66,2.0,First Moving
67,6.0,First Moving
68,3.0,First Moving
69,2.0,First Moving
70,0.0,First Moving
71,2.0,First Moving
72,2.0,First Moving
73,4.0,First Moving
74,-2.0,First Moving
75,4.0,First Moving
76,6.0,First Moving
77,3.0,First Moving
78,4.0,First Moving
79,-2.0,First Moving
80,0.0,First Moving
81,2.0,First Moving
82,4.0,First Moving
83,0.0,First Moving
84,4.0,First Moving
85,3.0,First Moving
86,4.0,First Moving
87,2.0,First Moving
88,3.0,First Moving
89,4.0,First Moving
90,0.0,First Moving
91,0.0,First Moving
92,0.0,First Moving
93,6.0,First Moving
94,2.0,First Moving
95,3.0,First Moving
96,2.0,First Moving
97,4.0,First Moving
98,0.0,First Moving
99,2.0,First Moving
100,4.0,First Moving
101,2.0,First Moving
102,-2.0,First Moving
103,7.0,First Moving
104,2.0,First Moving
105,4.0,First Moving
106,7.0,First Moving
107,1.0,First Moving
108,0.0,First Moving
109,2.0,First Moving
110,5.0,First Moving
111,0.0,First Moving
112,3.0,First Moving
113,2.0,First Moving
114,6.0,First Moving
115,2.0,First Moving
116,4.0,First Moving
117,2.0,First Moving
118,2.0,First Moving
119,0.0,First Moving
120,1.0,First Moving
121,2.0,First Moving
122,0.0,First Moving
123,2.0,First Moving
124,0.0,First Moving
125,2.0,First Moving
126,7.0,First Moving
127,3.0,First Moving
128,2.0,First Moving
129,4.0,First Moving
130,4.0,First Moving
131,0.0,First Moving
132,2.0,First Moving
133,4.0,First Moving
134,4.0,First Moving
135,2.0,First Moving
136,2.0,First Moving
137,2.0,First Moving
138,6.0,First Moving
139,0.0,First Moving
140,2.0,First Moving
141,4.0,First Moving
142,-2.0,First Moving
143,2.0,First Moving
144,6.0,First Moving
145,5.0,First Moving
146,7.0,First Moving
147,2.0,First Moving
148,0.0,First Moving
149,-2.0,First Moving
150,0.0,First Moving
151,4.0,First Moving
152,4.0,First Moving
153,2.0,First Moving
154,6.0,First Moving
155,2.0,First Moving
156,4.0,First Moving
157,5.0,First Moving
158,3.0,First Moving
159,2.0,First Moving
160,4.0,First Moving
161,0.0,First Moving
162,6.0,First Moving
163,2.0,First Moving
164,3.0,First Moving
165,3.0,First Moving
166,3.0,First Moving
167,3.0,First Moving
168,4.0,First Moving
169,2.0,First Moving
170,2.0,First Moving
171,4.0,First Moving
172,1.0,First Moving
173,2.0,First Moving
174,0.0,First Moving
175,4.0,First Moving
176,2.0,First Moving
177,0.0,First Moving
178,4.0,First Moving
179,-2.0,First Moving
180,2.0,First Moving
181,0.0,First Moving
182,2.0,First Moving
183,0.0,First Moving
184,-2.0,First Moving
185,3.0,First Moving
186,1.0,First Moving
187,2.0,First Moving
188,4.0,First Moving
189,6.0,First Moving
190,0.0,First Moving
191,2.0,First Moving
192,3.0,First Moving
193,0.0,First Moving
194,4.0,First Moving
195,4.0,First Moving
196,2.0,First Moving
197,6.0,First Moving
198,2.0,First Moving
199,4.0,First Moving
200,2.0,First Moving
201,3.0,First Moving
202,0.0,First Moving
203,6.0,First Moving
204,6.0,First Moving
205,0.0,First Moving
206,2.0,First Moving
207,4.0,First Moving
208,4.0,First Moving
209,4.0,First Moving
210,-2.0,First Moving
211,6.0,First Moving
212,2.0,First Moving
213,1.0,First Moving
214,7.0,First Moving
215,2.0,First Moving
216,2.0,First Moving
217,0.0,First Moving
218,6.0,First Moving
219,1.0,First Moving
220,0.0,First Moving
221,4.0,First Moving
222,0.0,First Moving
223,4.0,First Moving
224,1.0,First Moving
225,2.0,First Moving
226,-2.0,First Moving
227,3.0,First Moving
228,2.0,First Moving
229,3.0,First Moving
230,1.0,First Moving
231,0.0,First Moving
232,2.0,First Moving
233,2.0,First Moving
234,2.0,First Moving
235,2.0,First Moving
236,4.0,First Moving
237,5.0,First Moving
238,1.0,First Moving
239,5.0,First Moving
240,6.0,First Moving
241,1.0,First Moving
242,1.0,First Moving
243,6.0,First Moving
244,2.0,First Moving
245,2.0,First Moving
246,-2.0,First Moving
247,0.0,First Moving
248,0.0,First Moving
249,3.0,First Moving
250,2.0,First Moving
251,1.0,First Moving
252,6.0,First Moving
253,3.0,First Moving
254,4.0,First Moving
255,0.0,First Moving
256,2.0,First Moving
257,7.0,First Moving
258,6.0,First Moving
259,2.0,First Moving
260,4.0,First Moving
261,4.0,First Moving
262,2.0,First Moving
263,4.0,First Moving
264,3.0,First Moving
265,3.0,First Moving
266,0.0,First Moving
267,2.0,First Moving
268,4.0,First Moving
269,4.0,First Moving
270,0.0,First Moving
271,0.0,First Moving
272,4.0,First Moving
273,2.0,First Moving
274,2.0,First Moving
275,3.0,First Moving
276,2.0,First Moving
277,2.0,First Moving
278,4.0,First Moving
279,1.0,First Moving
280,2.0,First Moving
281,4.0,First Moving
282,6.0,First Moving
283,2.0,First Moving
284,4.0,First Moving
285,0.0,First Moving
286,4.0,First Moving
287,4.0,First Moving
288,0.0,First Moving
289,0.0,First Moving
290,2.0,First Moving
291,0.0,First Moving
292,3.0,First Moving
293,2.0,First Moving
294,1.0,First Moving
295,2.0,First Moving
296,6.0,First Moving
297,2.0,First Moving
298,2.0,First Moving
299,3.0,First Moving
300,0.0,First Moving
301,6.0,First Moving
302,2.0,First Moving
303,2.0,First Moving
304,6.0,First Moving
305,1.0,First Moving
306,2.0,First Moving
307,3.0,First Moving
308,0.0,First Moving
309,2.0,First Moving
310,6.0,First Moving
311,6.0,First Moving
312,2.0,First Moving
313,1.0,First Moving
314,-2.0,First Moving
315,0.0,First Moving
316,3.0,First Moving
317,1.0,First Moving
318,4.0,First Moving
319,2.0,First Moving
320,1.0,First Moving
321,1.0,First Moving
322,0.0,First Moving
323,2.0,First Moving
324,4.0,First Moving
325,0.0,First Moving
326,5.0,First Moving
327,6.0,First Moving
328,4.0,First Moving
329,0.0,First Moving
330,2.0,First Moving
331,2.0,First Moving
332,0.0,First Moving
333,4.0,First Moving
334,0.0,First Moving
335,1.0,First Moving
336,2.0,First Moving
337,4.0,First Moving
338,3.0,First Moving
339,1.0,First Moving
340,2.0,First Moving
341,4.0,First Moving
342,4.0,First Moving
343,0.0,First Moving
344,4.0,First Moving
345,2.0,First Moving
346,6.0,First Moving
347,0.0,First Moving
348,4.0,First Moving
349,2.0,First Moving
350,4.0,First Moving
351,3.0,First Moving
352,0.0,First Moving
353,3.0,First Moving
354,0.0,First Moving
355,4.0,First Moving
356,4.0,First Moving
357,0.0,First Moving
358,4.0,First Moving
359,2.0,First Moving
360,4.0,First Moving
361,4.0,First Moving
362,2.0,First Moving
363,3.0,First Moving
364,0.0,First Moving
365,2.0,First Moving
366,2.0,First Moving
367,2.0,First Moving
368,2.0,First Moving
369,0.0,First Moving
370,2.0,First Moving
371,0.0,First Moving
372,6.0,First Moving
373,0.0,First Moving
374,2.0,First Moving
375,6.0,First Moving
376,4.0,First Moving
377,-2.0,First Moving
378,0.0,First Moving
379,4.0,First Moving
380,0.0,First Moving
381,1.0,First Moving
382,3.0,First Moving
383,2.0,First Moving
384,1.0,First Moving
385,4.0,First Moving
386,0.0,First Moving
387,2.0,First Moving
388,-2.0,First Moving
389,1.0,First Moving
390,2.0,First Moving
391,4.0,First Moving
392,4.0,First Moving
393,5.0,First Moving
394,1.0,First Moving
395,4.0,First Moving
396,7.0,First Moving
397,4.0,First Moving
398,2.0,First Moving
399,0.0,First Moving
400,3.0,First Moving
401,4.0,First Moving
402,1.0,First Moving
403,-2.0,First Moving
404,2.0,First Moving
405,1.0,First Moving
406,0.0,First Moving
407,6.0,First Moving
408,4.0,First Moving
409,0.0,First Moving
410,0.0,First Moving
411,4.0,First Moving
412,2.0,First Moving
413,2.0,First Moving
414,1.0,First Moving
415,1.0,First Moving
416,2.0,First Moving
417,3.0,First Moving
418,4.0,First Moving
419,4.0,First Moving
420,3.0,First Moving
421,0.0,First Moving
422,0.0,First Moving
423,0.0,First Moving
424,1.0,First Moving
425,1.0,First Moving
426,0.0,First Moving
427,-2.0,First Moving
428,2.0,First Moving
429,0.0,First Moving
430,2.0,First Moving
431,2.0,First Moving
432,1.0,First Moving
433,4.0,First Moving
434,2.0,First Moving
435,2.0,First Moving
436,4.0,First Moving
437,0.0,First Moving
438,0.0,First Moving
439,7.0,First Moving
440,2.0,First Moving
441,5.0,First Moving
442,6.0,First Moving
443,1.0,First Moving
444,1.0,First Moving
445,-2.0,First Moving
446,4.0,First Moving
447,4.0,First Moving
448,0.0,First Moving
449,2.0,First Moving
450,0.0,First Moving
451,0.0,First Moving
452,4.0,First Moving
453,0.0,First Moving
454,2.0,First Moving
455,4.0,First Moving
456,0.0,First Moving
457,3.0,First Moving
458,2.0,First Moving
459,2.0,First Moving
460,4.0,First Moving
461,0.0,First Moving
462,-2.0,First Moving
463,4.0,First Moving
464,2.0,First Moving
465,3.0,First Moving
466,0.0,First Moving
467,0.0,First Moving
468,4.0,First Moving
469,1.0,First Moving
470,1.0,First Moving
471,2.0,First Moving
472,-2.0,First Moving
473,0.0,First Moving
474,2.0,First Moving
475,3.0,First Moving
476,4.0,First Moving
477,4.0,First Moving
478,2.0,First Moving
479,0.0,First Moving
480,2.0,First Moving
481,2.0,First Moving
482,0.0,First Moving
483,4.0,First Moving
484,7.0,First Moving
485,0.0,First Moving
486,2.0,First Moving
487,0.0,First Moving
488,4.0,First Moving
489,0.0,First Moving
490,6.0,First Moving
491,4.0,First Moving
492,3.0,First Moving
493,1.0,First Moving
494,6.0,First Moving
495,0.0,First Moving
496,1.0,First Moving
497,7.0,First Moving
498,0.0,First Moving
499,2.0,First Moving
500,2.0,First Moving
501,2.0,First Moving
502,2.0,First Moving
503,0.0,First Moving
504,6.0,First Moving
505,0.0,First Moving
506,1.0,First Moving
507,2.0,First Moving
508,2.0,First Moving
509,4.0,First Moving
510,4.0,First Moving
511,1.0,First Moving
512,4.0,First Moving
513,2.0,First Moving
514,0.0,First Moving
515,3.0,First Moving
516,0.0,First Moving
517,4.0,First Moving
518,2.0,First Moving
519,2.0,First Moving
520,4.0,First Moving
521,1.0,First Moving
522,0.0,First Moving
523,2.0,First Moving
524,4.0,First Moving
525,3.0,First Moving
526,4.0,First Moving
527,7.0,First Moving
528,0.0,First Moving
529,4.0,First Moving
530,2.0,First Moving
531,0.0,First Moving
532,0.0,First Moving
533,6.0,First Moving
534,4.0,First Moving
535,1.0,First Moving
536,2.0,First Moving
537,2.0,First Moving
538,4.0,First Moving
539,0.0,First Moving
540,4.0,First Moving
541,7.0,First Moving
542,3.0,First Moving
543,2.0,First Moving
544,5.0,First Moving
545,2.0,First Moving
546,4.0,First Moving
547,6.0,First Moving
548,2.0,First Moving
549,0.0,First Moving
550,4.0,First Moving
551,2.0,First Moving
552,4.0,First Moving
553,4.0,First Moving
554,5.0,First Moving
555,2.0,First Moving
556,0.0,First Moving
557,4.0,First Moving
558,0.0,First Moving
559,0.0,First Moving
560,4.0,First Moving
561,0.0,First Moving
562,2.0,First Moving
563,6.0,First Moving
564,4.0,First Moving
565,1.0,First Moving
566,-2.0,First Moving
567,0.0,First Moving
568,4.0,First Moving
569,4.0,First Moving
570,4.0,First Moving
571,0.0,First Moving
572,4.0,First Moving
573,4.0,First Moving
574,2.0,First Moving
575,2.0,First Moving
576,3.0,First Moving
577,6.0,First Moving
578,6.0,First Moving
579,1.0,First Moving
580,0.0,First Moving
581,4.0,First Moving
582,6.0,First Moving
583,3.0,First Moving
584,0.0,First Moving
585,6.0,First Moving
586,3.0,First Moving
587,3.0,First Moving
588,0.0,First Moving
589,1.0,First Moving
590,4.0,First Moving
591,-2.0,First Moving
592,4.0,First Moving
593,2.0,First Moving
594,2.0,First Moving
595,-2.0,First Moving
596,0.0,First Moving
597,4.0,First Moving
598,0.0,First Moving
599,1.0,First Moving
600,7.0,First Moving
601,4.0,First Moving
602,0.0,First Moving
603,2.0,First Moving
604,4.0,First Moving
605,6.0,First Moving
606,2.0,First Moving
607,0.0,First Moving
608,1.0,First Moving
609,2.0,First Moving
610,0.0,First Moving
611,1.0,First Moving
612,4.0,First Moving
613,2.0,First Moving
614,2.0,First Moving
615,2.0,First Moving
616,2.0,First Moving
617,3.0,First Moving
618,0.0,First Moving
619,4.0,First Moving
620,2.0,First Moving
621,4.0,First Moving
622,1.0,First Moving
623,0.0,First Moving
624,0.0,First Moving
625,0.0,First Moving
626,4.0,First Moving
627,1.0,First Moving
628,6.0,First Moving
629,4.0,First Moving
630,6.0,First Moving
631,0.0,First Moving
632,4.0,First Moving
633,2.0,First Moving
634,4.0,First Moving
635,4.0,First Moving
636,0.0,First Moving
637,0.0,First Moving
638,2.0,First Moving
639,2.0,First Moving
640,2.0,First Moving
641,0.0,First Moving
642,-2.0,First Moving
643,1.0,First Moving
644,2.0,First Moving
645,4.0,First Moving
646,2.0,First Moving
647,2.0,First Moving
648,2.0,First Moving
649,1.0,First Moving
650,4.0,First Moving
651,0.0,First Moving
652,2.0,First Moving
653,1.0,First Moving
654,2.0,First Moving
655,4.0,First Moving
656,0.0,First Moving
657,7.0,First Moving
658,7.0,First Moving
659,4.0,First Moving
660,1.0,First Moving
661,0.0,First Moving
662,1.0,First Moving
663,1.0,First Moving
664,1.0,First Moving
665,2.0,First Moving
666,4.0,First Moving
667,2.0,First Moving
668,4.0,First Moving
669,2.0,First Moving
670,4.0,First Moving
671,2.0,First Moving
672,4.0,First Moving
673,4.0,First Moving
674,4.0,First Moving
675,0.0,First Moving
676,2.0,First Moving
677,4.0,First Moving
678,5.0,First Moving
679,1.0,First Moving
680,3.0,First Moving
681,0.0,First Moving
682,0.0,First Moving
683,0.0,First Moving
684,0.0,First Moving
685,0.0,First Moving
686,0.0,First Moving
687,4.0,First Moving
688,3.0,First Moving
689,4.0,First Moving
690,5.0,First Moving
691,4.0,First Moving
692,1.0,First Moving
693,2.0,First Moving
694,2.0,First Moving
695,3.0,First Moving
696,1.0,First Moving
697,3.0,First Moving
698,2.0,First Moving
699,2.0,First Moving
700,2.0,First Moving
701,-2.0,First Moving
702,2.0,First Moving
703,0.0,First Moving
704,1.0,First Moving
705,1.0,First Moving
706,6.0,First Moving
707,2.0,First Moving
708,2.0,First Moving
709,1.0,First Moving
710,2.0,First Moving
711,2.0,First Moving
712,0.0,First Moving
713,2.0,First Moving
714,4.0,First Moving
715,3.0,First Moving
716,4.0,First Moving
717,1.0,First Moving
718,1.0,First Moving
719,2.0,First Moving
720,4.0,First Moving
721,2.0,First Moving
722,0.0,First Moving
723,2.0,First Moving
724,2.0,First Moving
725,0.0,First Moving
726,4.0,First Moving
727,2.0,First Moving
728,0.0,First Moving
729,5.0,First Moving
730,4.0,First Moving
731,4.0,First Moving
732,7.0,First Moving
733,2.0,First Moving
734,4.0,First Moving
735,-2.0,First Moving
736,1.0,First Moving
737,3.0,First Moving
738,7.0,First Moving
739,2.0,First Moving
740,2.0,First Moving
741,7.0,First Moving
742,4.0,First Moving
743,3.0,First Moving
744,2.0,First Moving
745,4.0,First Moving
746,0.0,First Moving
747,6.0,First Moving
748,0.0,First Moving
749,4.0,First Moving
750,0.0,First Moving
751,3.0,First Moving
752,4.0,First Moving
753,1.0,First Moving
754,6.0,First Moving
755,4.0,First Moving
756,4.0,First Moving
757,6.0,First Moving
758,6.0,First Moving
759,2.0,First Moving
760,4.0,First Moving
761,4.0,First Moving
762,6.0,First Moving
763,0.0,First Moving
764,2.0,First Moving
765,2.0,First Moving
766,4.0,First Moving
767,1.0,First Moving
768,4.0,First Moving
769,0.0,First Moving
770,2.0,First Moving
771,0.0,First Moving
772,3.0,First Moving
773,2.0,First Moving
774,3.0,First Moving
775,4.0,First Moving
776,0.0,First Moving
777,6.0,First Moving
778,2.0,First Moving
779,4.0,First Moving
780,2.0,First Moving
781,4.0,First Moving
782,0.0,First Moving
783,4.0,First Moving
784,3.0,First Moving
785,4.0,First Moving
786,4.0,First Moving
787,4.0,First Moving
788,4.0,First Moving
789,4.0,First Moving
790,0.0,First Moving
791,4.0,First Moving
792,4.0,First Moving
793,3.0,First Moving
794,1.0,First Moving
795,1.0,First Moving
796,4.0,First Moving
797,0.0,First Moving
798,2.0,First Moving
799,4.0,First Moving
800,6.0,First Moving
801,2.0,First Moving
802,4.0,First Moving
803,2.0,First Moving
804,2.0,First Moving
805,2.0,First Moving
806,2.0,First Moving
807,0.0,First Moving
808,2.0,First Moving
809,-2.0,First Moving
810,3.0,First Moving
811,6.0,First Moving
812,0.0,First Moving
813,2.0,First Moving
814,2.0,First Moving
815,4.0,First Moving
816,3.0,First Moving
817,4.0,First Moving
818,2.0,First Moving
819,2.0,First Moving
820,2.0,First Moving
821,3.0,First Moving
822,2.0,First Moving
823,1.0,First Moving
824,4.0,First Moving
825,1.0,First Moving
826,3.0,First Moving
827,2.0,First Moving
828,6.0,First Moving
829,2.0,First Moving
830,-2.0,First Moving
831,2.0,First Moving
832,2.0,First Moving
833,6.0,First Moving
834,4.0,First Moving
835,2.0,First Moving
836,4.0,First Moving
837,2.0,First Moving
838,2.0,First Moving
839,1.0,First Moving
840,4.0,First Moving
841,2.0,First Moving
842,4.0,First Moving
843,2.0,First Moving
844,2.0,First Moving
845,-2.0,First Moving
846,2.0,First Moving
847,6.0,First Moving
848,3.0,First Moving
849,6.0,First Moving
850,2.0,First Moving
851,-2.0,First Moving
852,3.0,First Moving
853,2.0,First Moving
854,2.0,First Moving
855,3.0,First Moving
856,2.0,First Moving
857,-2.0,First Moving
858,4.0,First Moving
859,2.0,First Moving
860,0.0,First Moving
861,2.0,First Moving
862,6.0,First Moving
863,0.0,First Moving
864,4.0,First Moving
865,3.0,First Moving
866,2.0,First Moving
867,2.0,First Moving
868,6.0,First Moving
869,2.0,First Moving
870,2.0,First Moving
871,3.0,First Moving
872,2.0,First Moving
873,2.0,First Moving
874,4.0,First Moving
875,2.0,First Moving
876,2.0,First Moving
877,4.0,First Moving
878,3.0,First Moving
879,2.0,First Moving
880,0.0,First Moving
881,2.0,First Moving
882,0.0,First Moving
883,2.0,First Moving
884,0.0,First Moving
885,0.0,First Moving
886,4.0,First Moving
887,0.0,First Moving
888,0.0,First Moving
889,0.0,First Moving
890,4.0,First Moving
891,1.0,First Moving
892,4.0,First Moving
893,4.0,First Moving
894,2.0,First Moving
895,0.0,First Moving
896,1.0,First Moving
897,2.0,First Moving
898,6.0,First Moving
899,2.0,First Moving
900,3.0,First Moving
901,4.0,First Moving
902,2.0,First Moving
903,2.0,First Moving
904,0.0,First Moving
905,4.0,First Moving
906,7.0,First Moving
907,4.0,First Moving
908,2.0,First Moving
909,2.0,First Moving
910,0.0,First Moving
911,0.0,First Moving
912,4.0,First Moving
913,4.0,First Moving
914,2.0,First Moving
915,3.0,First Moving
916,2.0,First Moving
917,3.0,First Moving
918,0.0,First Moving
919,0.0,First Moving
920,2.0,First Moving
921,6.0,First Moving
922,2.0,First Moving
923,2.0,First Moving
924,6.0,First Moving
925,3.0,First Moving
926,7.0,First Moving
927,0.0,First Moving
928,4.0,First Moving
929,2.0,First Moving
930,0.0,First Moving
931,1.0,First Moving
932,2.0,First Moving
933,-2.0,First Moving
934,1.0,First Moving
935,2.0,First Moving
936,4.0,First Moving
937,0.0,First Moving
938,0.0,First Moving
939,2.0,First Moving
940,4.0,First Moving
941,3.0,First Moving
942,5.0,First Moving
943,0.0,First Moving
944,2.0,First Moving
945,4.0,First Moving
946,4.0,First Moving
947,0.0,First Moving
948,0.0,First Moving
949,6.0,First Moving
950,0.0,First Moving
951,3.0,First Moving
952,4.0,First Moving
953,5.0,First Moving
954,5.0,First Moving
955,3.0,First Moving
956,2.0,First Moving
957,1.0,First Moving
958,2.0,First Moving
959,1.0,First Moving
960,5.0,First Moving
961,3.0,First Moving
962,2.0,First Moving
963,4.0,First Moving
964,4.0,First Moving
965,0.0,First Moving
966,6.0,First Moving
967,2.0,First Moving
968,0.0,First Moving
969,1.0,First Moving
970,2.0,First Moving
971,6.0,First Moving
972,4.0,First Moving
973,0.0,First Moving
974,6.0,First Moving
975,0.0,First Moving
976,2.0,First Moving
977,2.0,First Moving
978,4.0,First Moving
979,3.0,First Moving
980,2.0,First Moving
981,4.0,First Moving
982,-2.0,First Moving
983,2.0,First Moving
984,4.0,First Moving
985,3.0,First Moving
986,5.0,First Moving
987,3.0,First Moving
988,2.0,First Moving
989,3.0,First Moving
990,0.0,First Moving
991,6.0,First Moving
992,4.0,First Moving
993,1.0,First Moving
994,2.0,First Moving
995,-2.0,First Moving
996,2.0,First Moving
997,2.0,First Moving
998,2.0,First Moving
999,4.0,First Moving
1000,-2.0,Second Moving
1001,0.0,Second Moving
1002,-1.0,Second Moving
1003,4.0,Second Moving
1004,0.0,Second Moving
1005,-1.0,Second Moving
1006,-4.0,Second Moving
1007,-4.0,Second Moving
1008,2.0,Second Moving
1009,4.0,Second Moving
1010,0.0,Second Moving
1011,0.0,Second Moving
1012,-7.0,Second Moving
1013,-4.0,Second Moving
1014,-2.0,Second Moving
1015,-2.0,Second Moving
1016,0.0,Second Moving
1017,-1.0,Second Moving
1018,0.0,Second Moving
1019,-2.0,Second Moving
1020,-1.0,Second Moving
1021,-2.0,Second Moving
1022,2.0,Second Moving
1023,-2.0,Second Moving
1024,4.0,Second Moving
1025,-4.0,Second Moving
1026,-4.0,Second Moving
1027,-3.0,Second Moving
1028,0.0,Second Moving
1029,-2.0,Second Moving
1030,0.0,Second Moving
1031,-4.0,Second Moving
1032,-4.0,Second Moving
1033,-2.0,Second Moving
1034,0.0,Second Moving
1035,-2.0,Second Moving
1036,-3.0,Second Moving
1037,4.0,Second Moving
1038,-5.0,Second Moving
1039,-1.0,Second Moving
1040,0.0,Second Moving
1041,-6.0,Second Moving
1042,0.0,Second Moving
1043,-7.0,Second Moving
1044,4.0,Second Moving
1045,-5.0,Second Moving
1046,0.0,Second Moving
1047,-4.0,Second Moving
1048,-6.0,Second Moving
1049,-4.0,Second Moving
1050,-4.0,Second Moving
1051,-2.0,Second Moving
1052,0.0,Second Moving
1053,0.0,Second Moving
1054,-4.0,Second Moving
1055,-2.0,Second Moving
1056,-4.0,Second Moving
1057,-2.0,Second Moving
1058,-4.0,Second Moving
1059,-2.0,Second Moving
1060,-1.0,Second Moving
1061,0.0,Second Moving
1062,0.0,Second Moving
1063,0.0,Second Moving
1064,-2.0,Second Moving
1065,-1.0,Second Moving
1066,0.0,Second Moving
1067,-4.0,Second Moving
1068,2.0,Second Moving
1069,-7.0,Second Moving
1070,2.0,Second Moving
1071,-6.0,Second Moving
1072,-2.0,Second Moving
1073,0.0,Second Moving
1074,-4.0,Second Moving
1075,-2.0,Second Moving
1076,-4.0,Second Moving
1077,4.0,Second Moving
1078,0.0,Second Moving
1079,-4.0,Second Moving
1080,-2.0,Second Moving
1081,-6.0,Second Moving
1082,0.0,Second Moving
1083,-2.0,Second Moving
1084,-3.0,Second Moving
1085,0.0,Second Moving
1086,-3.0,Second Moving
1087,0.0,Second Moving
1088,-2.0,Second Moving
1089,-2.0,Second Moving
1090,2.0,Second Moving
1091,0.0,Second Moving
1092,0.0,Second Moving
1093,-4.0,Second Moving
1094,0.0,Second Moving
1095,-2.0,Second Moving
1096,-2.0,Second Moving
1097,4.0,Second Moving
1098,-4.0,Second Moving
1099,-3.0,Second Moving
1100,-5.0,Second Moving
1101,0.0,Second Moving
1102,0.0,Second Moving
1103,4.0,Second Moving
1104,2.0,Second Moving
1105,-2.0,Second Moving
1106,-2.0,Second Moving
1107,-3.0,Second Moving
1108,-3.0,Second Moving
1109,-2.0,Second Moving
1110,0.0,Second Moving
1111,-1.0,Second Moving
1112,0.0,Second Moving
1113,-4.0,Second Moving
1114,-6.0,Second Moving
1115,-5.0,Second Moving
1116,-1.0,Second Moving
1117,0.0,Second Moving
1118,-4.0,Second Moving
1119,-1.0,Second Moving
1120,-4.0,Second Moving
1121,0.0,Second Moving
1122,-2.0,Second Moving
1123,-2.0,Second Moving
1124,0.0,Second Moving
1125,-6.0,Second Moving
1126,-4.0,Second Moving
1127,-3.0,Second Moving
1128,0.0,Second Moving
1129,-2.0,Second Moving
1130,-2.0,Second Moving
1131,-6.0,Second Moving
1132,-2.0,Second Moving
1133,-2.0,Second Moving
1134,-4.0,Second Moving
1135,-2.0,Second Moving
1136,-4.0,Second Moving
1137,-4.0,Second Moving
1138,-4.0,Second Moving
1139,-2.0,Second Moving
1140,-2.0,Second Moving
1141,-1.0,Second Moving
1142,-3.0,Second Moving
1143,-2.0,Second Moving
1144,-4.0,Second Moving
1145,0.0,Second Moving
1146,0.0,Second Moving
1147,-4.0,Second Moving
1148,-6.0,Second Moving
1149,0.0,Second Moving
1150,-4.0,Second Moving
1151,0.0,Second Moving
1152,-2.0,Second Moving
1153,-2.0,Second Moving
1154,-1.0,Second Moving
1155,-3.0,Second Moving
1156,4.0,Second Moving
1157,-3.0,Second Moving
1158,-4.0,Second Moving
1159,0.0,Second Moving
1160,4.0,Second Moving
1161,-2.0,Second Moving
1162,-6.0,Second Moving
1163,-2.0,Second Moving
1164,-4.0,Second Moving
1165,-4.0,Second Moving
1166,-4.0,Second Moving
1167,0.0,Second Moving
1168,-4.0,Second Moving
1169,-4.0,Second Moving
1170,0.0,Second Moving
1171,-2.0,Second Moving
1172,0.0,Second Moving
1173,-6.0,Second Moving
1174,-3.0,Second Moving
1175,-3.0,Second Moving
1176,4.0,Second Moving
1177,-4.0,Second Moving
1178,-2.0,Second Moving
1179,2.0,Second Moving
1180,4.0,Second Moving
1181,0.0,Second Moving
1182,0.0,Second Moving
1183,-2.0,Second Moving
1184,-4.0,Second Moving
1185,-6.0,Second Moving
1186,-1.0,Second Moving
1187,2.0,Second Moving
1188,0.0,Second Moving
1189,0.0,Second Moving
1190,-1.0,Second Moving
1191,-4.0,Second Moving
1192,-1.0,Second Moving
1193,-3.0,Second Moving
1194,0.0,Second Moving
1195,0.0,Second Moving
1196,0.0,Second Moving
1197,0.0,Second Moving
1198,-2.0,Second Moving
1199,-4.0,Second Moving
1200,-4.0,Second Moving
1201,0.0,Second Moving
1202,0.0,Second Moving
1203,-2.0,Second Moving
1204,-3.0,Second Moving
1205,-4.0,Second Moving
1206,0.0,Second Moving
1207,-1.0,Second Moving
1208,-4.0,Second Moving
1209,-2.0,Second Moving
1210,-3.0,Second Moving
1211,0.0,Second Moving
1212,-4.0,Second Moving
1213,-4.0,Second Moving
1214,0.0,Second Moving
1215,-4.0,Second Moving
